"Year","Name","Area_code","Type","Age","Population"
2020,"Cotswold","E07000079","Lower Tier Local Authority","All Ages",90264
2020,"Cotswold","E07000079","Lower Tier Local Authority","Aged 65+",23658
2020,"Forest of Dean","E07000080","Lower Tier Local Authority","All Ages",87107
2020,"Forest of Dean","E07000080","Lower Tier Local Authority","Aged 65+",21695
2020,"Gloucester","E07000081","Lower Tier Local Authority","All Ages",129709
2020,"Gloucester","E07000081","Lower Tier Local Authority","Aged 65+",22126
2020,"Stroud","E07000082","Lower Tier Local Authority","All Ages",120903
2020,"Stroud","E07000082","Lower Tier Local Authority","Aged 65+",27487
2020,"Tewkesbury","E07000083","Lower Tier Local Authority","All Ages",96624
2020,"Tewkesbury","E07000083","Lower Tier Local Authority","Aged 65+",21336
2020,"Mendip","E07000187","Lower Tier Local Authority","All Ages",116288
2020,"Mendip","E07000187","Lower Tier Local Authority","Aged 65+",27765
2020,"Sedgemoor","E07000188","Lower Tier Local Authority","All Ages",123446
2020,"Sedgemoor","E07000188","Lower Tier Local Authority","Aged 65+",29738
2020,"South Somerset","E07000189","Lower Tier Local Authority","All Ages",168696
2020,"South Somerset","E07000189","Lower Tier Local Authority","Aged 65+",43786
2020,"Somerset West and Taunton","E07000246","Lower Tier Local Authority","All Ages",155421
2020,"Somerset West and Taunton","E07000246","Lower Tier Local Authority","Aged 65+",40680
2020,"United Kingdom","K02000001","Country","All Ages",67081234
2020,"United Kingdom","K02000001","Country","Aged 65+",12508638
2020,"Great Britain","K03000001","Country","All Ages",65185724
2020,"Great Britain","K03000001","Country","Aged 65+",12188689
2020,"England","E92000001","Country","All Ages",56550138
2020,"England","E92000001","Country","Aged 65+",10464019
2020,"Wales","W92000004","Unitary Authority","All Ages",3169586
2020,"Wales","W92000004","Unitary Authority","Aged 65+",668590
2020,"Scotland","S92000003","Unitary Authority","All Ages",5466000
2020,"Scotland","S92000003","Unitary Authority","Aged 65+",1056080
2020,"Northern Ireland","N92000002","Unitary Authority","All Ages",1895510
2020,"Northern Ireland","N92000002","Unitary Authority","Aged 65+",319949
2020,"England and Wales","K04000001","Country","All Ages",59719724
2020,"England and Wales","K04000001","Country","Aged 65+",11132609
2020,"North East","E12000001","Region","All Ages",2680763
2020,"North East","E12000001","Region","Aged 65+",537631
2020,"North West","E12000002","Region","All Ages",7367456
2020,"North West","E12000002","Region","Aged 65+",1384396
2020,"Yorkshire and The Humber","E12000003","Region","All Ages",5526350
2020,"Yorkshire and The Humber","E12000003","Region","Aged 65+",1042314
2020,"East Midlands","E12000004","Region","All Ages",4865583
2020,"East Midlands","E12000004","Region","Aged 65+",954657
2020,"West Midlands","E12000005","Region","All Ages",5961929
2020,"West Midlands","E12000005","Region","Aged 65+",1113001
2020,"East","E12000006","Region","All Ages",6269161
2020,"East","E12000006","Region","Aged 65+",1251262
2020,"London","E12000007","Region","All Ages",9002488
2020,"London","E12000007","Region","Aged 65+",1098453
2020,"South East","E12000008","Region","All Ages",9217265
2020,"South East","E12000008","Region","Aged 65+",1812004
2020,"South West","E12000009","Region","All Ages",5659143
2020,"South West","E12000009","Region","Aged 65+",1270301
